name,taxid,general_classification,alternative_names,pathogenic_sites,commensal_sites,status,high_consequence,pathology,host_organism,kingdom,phylum,class,order,family,genus,mol_type,reference,Additional references,assembly_accession,request_type
Dietzia maris,37915,opportunistic,,blood,,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia,dna,"Bemer-Melchior, P., et al. ""Bacteremia due to Dietzia maris in an immunocompromised patient.""Clinical infectious diseases29.5 (1999): 1338-1340.",,GCF_044542495.1,APL-derived
Lawsonella clevelandensis,1528099,opportunistic,,abscess,,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Lawsonellaceae,Lawsonella,dna,"Bell, Melissa E., et al. ""Lawsonella clevelandensis gen. nov., sp. nov., a new member of the suborder Corynebacterineae isolated from human abscesses.""International journal of systematic and evolutionary microbiology66.8 (2016): 2929-2935.",,GCF_001293125.1,APL-derived
Streptococcus pseudoporcinus,361101,potential,,blood,urine,established,FALSE,,human,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,dna,"Bekal, Sadjia, et al. ""Streptococcus pseudoporcinus sp. nov., a novel species isolated from the genitourinary tract of women.""Journal of clinical microbiology44.7 (2006): 2584-2586.",,GCF_900637075.1,APL-derived
Kytococcus schroeteri,138300,commensal,,blood,skin,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Kytococcaceae,Kytococcus,dna,"Becker, Karsten, et al. ""Kytococcus schroeteri sp. nov., a novel Gram-positive actinobacterium isolated from a human clinical source.""International Journal of Systematic and Evolutionary Microbiology52.5 (2002): 1609-1614.",,GCF_042433515.1,APL-derived
Waddlia chondrophila,71667,potential,,blood,,established,FALSE,,human,Pseudomonadati,Chlamydiota,Chlamydiia,Parachlamydiales,Waddliaceae,Waddlia,dna,"Baud, David, et al. ""Role of Waddlia chondrophila placental infection in miscarriage.""Emerging infectious diseases20.3 (2014): 460.",,,APL-derived
Staphylococcus cohnii,29382,commensal,,"blood, urine",skin,established,FALSE,,human,Bacillati,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,dna,"Basaglia, Giancarlo, et al. ""Staphylococcus cohnii septicaemia in a patient with colon cancer.""Journal of medical microbiology52.1 (2003): 101-102.",,GCF_900458255.1,APL-derived
Brevibacterium luteolum,199591,commensal,,blood,skin,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,Brevibacterium,dna,"Barton, Cassie, et al. ""687: BREVIBACTERIUM LUTEOLUM BACTEREMIA AFTER OPEN CALCANEAL FRACTURE IN AN IMMUNOCOMPETENT PATIENT.""Critical Care Medicine46.1 (2018): 330.",,GCF_025147615.1,APL-derived
Ignatzschineria indica,472583,potential,,blood,,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Ignatzschineriaceae,Ignatzschineria,dna,"Barker, Heather S., et al. ""First case reports of Ignatzschineria (Schineria) indica associated with myiasis.""Journal of clinical microbiology52.12 (2014): 4432-4434.",,GCF_003121925.1,APL-derived
Metamycoplasma orale,2121,opportunistic,,abscess,oral,established,FALSE,,human,Bacillati,Mycoplasmatota,,Mycoplasmoidales,Metamycoplasmataceae,Metamycoplasma,dna,"Barile, Michael F., et al. ""Isolation of Mycoplasma orale from leukemic bone marrow and blood by direct culture.""Journal of the National Cancer Institute36.1 (1966): 155-159.",,GCF_900660435.1,APL-derived
Sphingobacterium multivorum,28454,potential,,blood,,established,FALSE,,human,Pseudomonadati,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,dna,"Barahona, F., and J. Slim. ""Sphingobacterium multivorum: case report and literature review.""New microbes and new infections7 (2015): 33-36.",,GCF_016894225.1,APL-derived
Neisseria oralis,1107316,commensal,,blood,oral,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,dna,"Baniulyte, Gabriele, et al. ""Neisseria oralis septicaemia in a newborn: first recorded case.""Paediatrics and International Child Health(2020): 1-2.",,GCF_045062685.1,APL-derived
Mycobacterium arosiense ATCC BAA-1401 = DSM 45069,1265311,opportunistic,,blood,,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,dna,"Bang, Didi, et al. ""Mycobacterium arosiense sp. nov., a slowly growing, scotochromogenic species causing osteomyelitis in an immunocompromised child."" International Journal of Systematic and Evolutionary Microbiology 58.10 (2008): 2398-2402.",,GCF_002086125.1,APL-derived
Streptococcus gallinaceus,165758,opportunistic,,"abscess, blood",,putative,FALSE,,human,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,dna,"Balm, Michelle ND, et al. ""Streptococcus gallinaceus bacteraemia in an abattoir worker presenting with a febrile illness.""Journal of medical microbiology55.7 (2006): 957-959.",,GCF_040545695.1,APL-derived
Mycolicibacterium poriferae,39694,potential,,sputum,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,dna,"Ballester, Frederic, et al. ""First human isolate of mycobacterium poriferae in the sputum of a patient with chronic bronchitis.""Journal of clinical microbiology49.8 (2011): 3107-3108.",,GCF_010728325.1,APL-derived
Corynebacterium rouxii,2719119,potential,,,,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,dna,"Badell, Edgar, et al. ""Corynebacterium rouxii sp. nov., a novel member of the diphtheriae species complex.""Research in microbiology171.3-4 (2020): 122-127.",,GCF_902702935.1,APL-derived
Cupriavidus pauculus,82633,potential,,blood,,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,dna,"Aydin, Banu, et al. ""A case of newborn with community acquired pneumonia caused by Cupriavidus pauculus.""Tuberk Toraks60.2 (2012): 160-162.",,GCF_019931045.1,APL-derived
Bartonella koehlerae C-29,1134510,opportunistic,,blood,,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,dna,"Avidor, Boaz, et al. ""Bartonella koehlerae, a new cat-associated agent of culture-negative human endocarditis.""Journal of Clinical Microbiology42.8 (2004): 3462-3468.",,GCF_000706625.1,APL-derived
Gallibacterium anatis,750,opportunistic,,blood,,putative,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,dna,"Aubin, Guillaume Ghislain, et al. ""Gallibacterium anatis bacteremia in a human.""Journal of clinical microbiology51.11 (2013): 3897-3899.",,GCF_002263255.2,APL-derived
[Propionibacterium] namnetense SK182B-JCVI,1051006,opportunistic,,blood,skin,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,dna,"Aubin, Guillaume Ghislain, et al. ""Draft genome sequence of highly rifampin-resistant Propionibacterium namnetense NTS 31307302T isolated from a patient with a bone infection.""Genome announcements4.4 (2016): e00819-16.",,GCF_000221145.1,APL-derived
Corynebacterium gottingense,2041036,opportunistic,,blood,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,dna,"Atasayar, Ewelina, et al. ""Corynebacterium gottingense sp. nov., isolated from a clinical patient.""International journal of systematic and evolutionary microbiology67.11 (2017): 4494-4499.",,GCF_030408875.1,APL-derived
Pseudonocardia oroxyli,366584,potential,,"abscess, blood",,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,dna,"Asdamongkol, N., et al. ""Pseudonocardia oroxyli supperative sialadenitis: The first case report in human infection.""International Journal of Infectious Diseases16 (2012): e247.",,GCF_900102195.1,APL-derived
Pantoea dispersa,59814,potential,,blood,,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,dna,"Asai, Nobuhiro, et al. ""Pantoea dispersa bacteremia in an immunocompetent patient: a case report and review of the literature.""Journal of medical case reports13.1 (2019): 1-5.",,GCF_019890955.1,APL-derived
Leptospira fainei serovar Hurstbridge str. BUT 6,1193011,opportunistic,,blood,,established,FALSE,leptospirosis,human,Pseudomonadati,Spirochaetota,Leptospiria,Leptospirales,Leptospiraceae,Leptospira,dna,"Arzouni, Jean-Pierre, et al. ""Human infection caused by Leptospira fainei.""Emerging infectious diseases8.8 (2002): 865.",,GCF_000306235.2,APL-derived
Anaplasma platys,949,opportunistic,,blood,,putative,FALSE,,human,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,dna,"Arraga-Alvarado, Cruz M., et al. ""Case report: molecular evidence of Anaplasma platys infection in two women from Venezuela.""The American journal of tropical medicine and hygiene91.6 (2014): 1161.",,GCF_012790675.1,APL-derived
Veillonella rogosae,423477,commensal,,,oral,established,FALSE,,human,Bacillati,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,dna,"Arif, Nausheen, et al. ""Veillonella rogosae sp. nov., an anaerobic, Gram-negative coccus isolated from dental plaque.""International journal of systematic and evolutionary microbiology58.Pt 3 (2008): 581.",,GCF_026057735.1,APL-derived
Streptococcus pseudopneumoniae,257758,primary,,"resp, sputum",,established,FALSE,,human,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,dna,"Arbique, Judy C., et al. ""Accuracy of phenotypic and genotypic testing for identification of Streptococcus pneumoniae and description of Streptococcus pseudopneumoniae sp. nov.""Journal of Clinical Microbiology42.10 (2004): 4686-4696.",,GCF_001068775.1,APL-derived
Corynebacterium pilbarense,1288393,potential,,blood,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,dna,"Aravena-Roman, M., et al. ""Corynebacterium pilbarense sp. nov., a non-lipophilic corynebacterium isolated from a human ankle aspirate.""International journal of systematic and evolutionary microbiology60.7 (2010): 1484-1487.",,GCF_026930265.1,APL-derived
Canibacter oris,1365628,potential,,"blood, skin",,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Canibacter,dna,"Aravena-Roman, M., et al. ""Canibacter oris gen. nov., sp. nov., isolated from an infected human wound.""�International Journal of Systematic and Evolutionary Microbiology�64.Pt_5 (2014): 1635-1640.",,GCF_014197205.1,APL-derived
Brevibacterium iodinum,31943,commensal,,blood,skin,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,Brevibacterium,dna,"Antoniou, S., et al. ""Brevibacterium iodinum peritonitis associated with acute urticaria in a CAPD patient.""�Peritoneal Dialysis International�17.6 (1997): 614-615.",,GCF_900445875.1,APL-derived
Tannerella serpentiformis,712710,potential,,oral,,putative,FALSE,,human,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,dna,"Ansbro, Katherine, William G. Wade, and Graham P. Stafford. ""Tannerella serpentiformis sp. nov., isolated from the human mouth.""International Journal of Systematic and Evolutionary Microbiology70.6 (2020): 3749-3754.",,GCF_001717525.2,APL-derived
Atopobium rimae,1383,commensal,,blood,oral,established,FALSE,,human,Bacillati,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,dna,"Angelakis, Emmanouil, et al. ""Human case of Atopobium rimae bacteremia.""Emerging infectious diseases15.2 (2009): 354.",,GCF_001438885.1,APL-derived
Corynebacterium accolens,38284,commensal,,abscess,skin,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,dna,"Ang, Lei MN, and Hamish Brown. ""Corynebacterium accolens isolated from breast abscess: possible association with granulomatous mastitis.""Journal of clinical microbiology45.5 (2007): 1666-1668.",,GCF_023520795.1,APL-derived
Rickettsia conorii subsp. heilongjiangensis 054,1032845,opportunistic,,"blood, skin",,putative,TRUE,far-eastern spotted fever,human,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,dna,"Ando, Shuji, et al. ""Human Rickettsia heilongjiangensis infection, Japan.""Emerging infectious diseases16.8 (2010): 1306.",,GCF_000221205.1,APL-derived
Eisenbergiella tayi,1432052,potential,,blood,,putative,FALSE,,human,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,dna,"Amir, Itay, et al. ""Eisenbergiella tayi gen. nov., sp. nov., isolated from human blood.""International journal of systematic and evolutionary microbiology64.Pt_3 (2014): 907-914.",,GCF_001881565.1,APL-derived
Vagococcus lutrae,81947,opportunistic,,"blood, skin",,putative,FALSE,,human,Bacillati,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,dna,"Altintas, I., V. Andrews, and M. Vang Larsen. ""First reported human bloodstream infection with Vagococcus lutrae.""New microbes and new infections34 (2020): 100649.",,GCF_023299185.1,APL-derived
Aeromonas sanarellii,633415,potential,,blood,,putative,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,dna,"Alperi, Anabel, et al. ""Aeromonas taiwanensis sp. nov. and Aeromonas sanarellii sp. nov., clinical species from Taiwan.""International journal of systematic and evolutionary microbiology60.9 (2010): 2048-2056",,GCF_000820085.1,APL-derived
Aeromonas taiwanensis,633417,potential,,blood,,putative,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,dna,"Alperi, Anabel, et al. ""Aeromonas taiwanensis sp. nov. and Aeromonas sanarellii sp. nov., clinical species from Taiwan.""International journal of systematic and evolutionary microbiology60.9 (2010): 2048-2055",,GCF_000820165.1,APL-derived
Comamonas kerstersii,225992,opportunistic,,blood,gut,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,dna,"Almuzara, Marisa N., et al. ""Intra-abdominal infections due to Comamonas kerstersii.""Journal of clinical microbiology51.6 (2013): 1998-2000.",,GCF_002056725.1,APL-derived
Moellerella wisconsensis,158849,potential,,blood,stool,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Moellerella,dna,"Aller, A. I., et al. ""Isolation of Moellerella wisconsensis from blood culture from a patient with acute cholecystitis.""Clinical Microbiology and Infection15.12 (2009): 1193-1194.",,GCF_022592395.1,APL-derived
Mycobacterium mungi,1844474,potential,,,,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,dna,"Alexander, Kathleen A., et al. ""Novel Mycobacterium tuberculosis complex pathogen, M. mungi.""Emerging infectious diseases16.8 (2010): 1296.",,GCF_001652545.1,APL-derived
Streptococcus pasteurianus,197614,opportunistic,,"abscess, blood",gut,putative,FALSE,,human,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,dna,"Alex, D., D. F. Garvin, and S. M. Peters. ""Streptococcus pasteurianus septicemia.""Indian journal of medical microbiology31.3 (2013): 310.",,GCF_004843545.1,APL-derived
Roseomonas gilardii,257708,opportunistic,,blood,,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Roseomonadaceae,Roseomonas,dna,"Alcala, L., et al. ""Catheter-related bacteremia due to Roseomonas gilardii sp. nov.""�Journal of clinical microbiology�35.10 (1997): 2712.",,GCF_001941945.1,APL-derived
Prevotella nanceiensis,425941,commensal,,,"oral, gut, sputum, urine",established,FALSE,,human,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,dna,"Alauzet, C., et al. ""Prevotella nanceiensis sp. nov., isolated from human clinical samples.""International journal of systematic and evolutionary microbiology57.10 (2007): 2216-2220.",,GCF_015262145.1,APL-derived
Phocaeicola abscessus,555313,potential,,abscess,,putative,FALSE,,human,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,dna,"Al Masalma, Mouhamad, Didier Raoult, and Veronique Roux. ""Phocaeicola abscessus gen. nov., sp. nov., an anaerobic bacterium isolated from a human brain abscess sample.""International journal of systematic and evolutionary microbiology59.9 (2009): 2232-2237.",,GCF_963542155.1,APL-derived
Staphylococcus massiliensis,555791,potential,,"abscess, blood",skin,putative,FALSE,,human,Bacillati,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,dna,"Al Masalma, Mouhamad, Didier Raoult, and Veronique Roux. ""Staphylococcus massiliensis sp. nov., isolated from a human brain abscess.""�International journal of systematic and evolutionary microbiology�60.5 (2010): 1066-1072.",,GCF_043186315.1,APL-derived
Desulfovibrio sp.,885,commensal,,,gut,putative,FALSE,,human,Pseudomonadati,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,dna,"Akshatha, R., et al. ""Uncommon isolation of Desulfovibrio vulgaris from a depressed fracture wound on the forehead.""Anaerobe65 (2020): 102264.",,GCF_009712225.1,APL-derived
Streptomyces cacaoi,1898,potential,,"abscess, ear",,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,dna,"Ai, Lu, et al. ""Chronic suppurative otitis media due to Streptomyces cacaoi, the second case report in human infection.""BMC Infectious Diseases20.1 (2020): 1-4.",,GCF_006539165.1,APL-derived
Clostridium celatum,36834,commensal,,,feces,putative,FALSE,,human,Bacillati,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,dna,"Agergaard, Charlotte Nielsen, et al. ""Two serious cases of infection with Clostridium celatum after 40 years in hiding?.""Journal of clinical microbiology54.1 (2016): 236-238.",,GCF_021412605.1,APL-derived
Mycolicibacterium aubagnense,319707,potential,,"blood, resp",,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,dna,"Adekambi, Toi_di, et al. ""Description of Mycobacterium conceptionense sp. nov., a Mycobacterium fortuitum group organism isolated from a posttraumatic osteitis inflammation.""�Journal of clinical microbiology�44.4 (2006): 1268-1273.",,GCF_010730955.1,APL-derived
Mycolicibacterium phocaicum,319706,opportunistic,,"blood, resp",,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,dna,"Adekambi, Toi_di, et al. ""Description of Mycobacterium conceptionense sp. nov., a Mycobacterium fortuitum group organism isolated from a posttraumatic osteitis inflammation.""�Journal of clinical microbiology�44.4 (2006): 1268-1273.",,GCF_010731115.1,APL-derived
Mycolicibacterium conceptionense,451644,opportunistic,,"abscess, blood, sputum",,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,dna,"Adekambi, Toi_di, et al. ""Description of Mycobacterium conceptionense sp. nov., a Mycobacterium fortuitum group organism isolated from a posttraumatic osteitis inflammation.""�Journal of clinical microbiology�44.4 (2006): 1268-1273.",,,APL-derived
Mycobacterium intracellulare subsp. chimaera,222805,opportunistic,,resp,,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,dna,"Achermann, Yvonne, et al. ""Prosthetic valve endocarditis and bloodstream infection due to Mycobacterium chimaera.""Journal of clinical microbiology51.6 (2013): 1769-1773.",,GCF_001750065.2,APL-derived
Hungatella effluvii,1096246,commensal,,blood,gut,putative,FALSE,,human,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,dna,"Cuha, Mervenur Demir, et al. ""A rare case of necrotizing fasciitis of the abdominal wall due to Hungatella effluvii and Streptococcus constellatus.""�Anaerobe�70 (2021): 102409.",,GCF_003201875.1,APL-derived
New York orthohantavirus,44755,primary,,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Bunyaviricetes,Elliovirales,Hantaviridae,Orthohantavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
Orthohantavirus bayoui,3052470,primary,Bayou virus;Bayou orthohantavirus,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Bunyaviricetes,Elliovirales,Hantaviridae,Orthohantavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_002816435.1,APL-derived
Dengue virus,12637,primary,,,,established,TRUE,,human,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
dengue virus type 1,11053,primary,Dengue virus 1,,,established,TRUE,,human,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000862125.1,APL-derived
dengue virus type 2,11060,primary,Dengue virus 2,,,established,TRUE,,human,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000871845.1,APL-derived
dengue virus type 3,11069,primary,Dengue virus 3,,,established,TRUE,,human,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000866625.1,APL-derived
dengue virus type 4,11070,primary,Dengue virus 4,,,established,TRUE,,human,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_000865065.1,APL-derived
Orthoebolavirus taiense,3052461,primary,,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthoebolavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Ebola and Marburg."" National Institute of Allergy and Infectious Diseases, niaid.nih.gov, [Publication date if available], https://www.niaid.nih.gov/diseases-conditions/ebola-marburg.",,,APL-derived
Orthoebolavirus sudanense,3052460,primary,,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthoebolavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Ebola and Marburg."" National Institute of Allergy and Infectious Diseases, niaid.nih.gov, [Publication date if available], https://www.niaid.nih.gov/diseases-conditions/ebola-marburg.",,,APL-derived
Orthoebolavirus bundibugyoense,3052458,primary,,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthoebolavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Ebola and Marburg."" National Institute of Allergy and Infectious Diseases, niaid.nih.gov, [Publication date if available], https://www.niaid.nih.gov/diseases-conditions/ebola-marburg.",,,APL-derived
Orthoebolavirus zairense,3052462,primary,,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthoebolavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Ebola and Marburg."" National Institute of Allergy and Infectious Diseases, niaid.nih.gov, [Publication date if available], https://www.niaid.nih.gov/diseases-conditions/ebola-marburg.",,,APL-derived
Zaire ebolavirus,186538,primary,,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthoebolavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Ebola and Marburg."" National Institute of Allergy and Infectious Diseases, niaid.nih.gov, [Publication date if available], https://www.niaid.nih.gov/diseases-conditions/ebola-marburg.",,GCF_000848505.1,APL-derived
Sudan ebolavirus,186540,primary,,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthoebolavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Ebola and Marburg."" National Institute of Allergy and Infectious Diseases, niaid.nih.gov, [Publication date if available], https://www.niaid.nih.gov/diseases-conditions/ebola-marburg.",,GCF_000855585.1,APL-derived
Tai Forest ebolavirus,186541,primary,,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthoebolavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Ebola and Marburg."" National Institute of Allergy and Infectious Diseases, niaid.nih.gov, [Publication date if available], https://www.niaid.nih.gov/diseases-conditions/ebola-marburg.",,GCF_000888475.1,APL-derived
Bundibugyo virus,565995,primary,Bundibugyo ebolavirus;Ebolavirus bundibugyo;BDBV,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthoebolavirus,rna,"National Institute of Allergy and Infectious Diseases. ""Ebola and Marburg."" National Institute of Allergy and Infectious Diseases, niaid.nih.gov, [Publication date if available], https://www.niaid.nih.gov/diseases-conditions/ebola-marburg.",,GCF_000889155.1,APL-derived
Orthomarburgvirus marburgense,3052505,primary,Marburg virus MBG;Marburg marburgvirus;,,,established,TRUE,,human,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthomarburgvirus,rna,"National Institute of Allergy and Infectious Diseases. ""Ebola and Marburg."" National Institute of Allergy and Infectious Diseases, niaid.nih.gov, [Publication date if available], https://www.niaid.nih.gov/diseases-conditions/ebola-marburg.",,GCF_000943645.1,APL-derived
Ravn virus,378809,primary,,,,established,FALSE,,human,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Orthomarburgvirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,,APL-derived
Norwalk-like virus,95340,primary,,,,established,FALSE,,human,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,rna,"National Institute of Allergy and Infectious Diseases. ""Emerging Infectious Diseases Pathogens."" National Institute of Allergy and Infectious Diseases, Date of Publication (if available), URL: https://www.niaid.nih.gov/research/emerging-infectious-diseases-pathogens.",,GCF_001595695.1,APL-derived
